UP0001-IRISMAN00_00-VER4880000000000,10,*IRISMAN RUS 4.88,Manager and Simple File Manager,,https://github.com/ErikPshat/IRISMAN/releases/latest/download/IRISMAN_4.88_RUS.pkg,29405008,DE7BFA9B8F039B123864E91D584BD79EE8318C12E4D8DDF322B5855B22679558
UP0001-IRISMAN00_00-VER4890000000000,10,*IRISMAN 4.89,Manager and Simple File Manager,,https://github.com/aldostools/IRISMAN/releases/download/4.89/IRISMAN_4.89.pkg,29976880,87FB7755BEDBC71810E4F70F1CD9A792848E67ABCCED0741BCD80C700FBAB4C6
